symbol,name,current_price,market_cap,pe_ratio,pb_ratio,roe,eps,book_value,beta,peg_ratio,roa,debt_to_equity,current_ratio,quick_ratio,revenue_growth,earnings_growth,operating_margin,net_margin,profit_margin,dividend_yield,volume,sector,market_cap_category,last_updated
NSE:HDFCQUAL-EQ,HDFCAMC - HDFCQUAL,57.59,57590.0,13.15,2.34,18.41,,,1.37,,,0.7,,,,,,,,2.69,14105,Technology,large_cap,2025-09-28 10:50:14.402551
NSE:FOODSIN-EQ,FOODS & INNS LIMITED,115.05,57525.0,13.67,1.99,15.04,,,1.17,,,1.14,,,,,,,,3.17,636145,Technology,large_cap,2025-09-28 09:54:17.338217
NSE:MODIRUBBER-EQ,MODI RUBBER LTD,114.66,57330.0,13.27,1.1,17.37,,,1.06,,,1.04,,,,,,,,3.24,1073,Technology,large_cap,2025-09-28 10:53:22.610824
NSE:SAMBHV-EQ,SAMBHV STEEL TUBES LTD,114.6,57300.0,16.81,1.48,15.08,,,1.42,,,1.19,,,,,,,,3.37,1284264,Technology,large_cap,2025-09-28 09:35:13.224290
NSE:NAHARINDUS-EQ,NAHAR INDS ENT LTD,114.25,57125.0,20.04,1.81,12.53,,,1.19,,,0.55,,,,,,,,3.45,8844,Technology,large_cap,2025-09-28 10:50:14.967357
NSE:EGOLD-EQ,EDELAMC - EGOLD,113.9,56950.0,16.44,2.1,17.35,,,1.45,,,0.66,,,,,,,,3.03,1003812,Technology,large_cap,2025-09-28 09:41:19.861478
NSE:FISCHER-EQ,FISCHER MEDICAL VENTURE L,113.8,56900.0,17.88,2.1,15.77,,,1.01,,,0.93,,,,,,,,2.12,105344,Technology,large_cap,2025-09-28 08:30:21.609903
NSE:LICNMID100-EQ,LICNAMC - LICNMID100,56.9,56900.0,19.85,1.26,16.98,,,1.44,,,0.95,,,,,,,,2.02,13603,Technology,large_cap,2025-09-28 10:50:14.489818
NSE:RGL-EQ,RENAISSANCE GLOBAL LTD,113.76,56880.0,20.45,2.06,19.02,,,1.08,,,1.29,,,,,,,,2.09,617068,Technology,large_cap,2025-09-28 09:54:44.687466
NSE:SHEMAROO-EQ,SHEMAROO ENTER. LTD.,113.75,56875.0,10.44,1.29,15.5,,,1.34,,,0.61,,,,,,,,3.34,4690,Technology,large_cap,2025-09-28 10:50:15.619223
NSE:MICEL-EQ,MIC ELECTRONICS LTD,56.8,56800.0,9.67,1.54,12.53,,,1.05,,,0.95,,,,,,,,2.02,6932479,Technology,large_cap,2025-09-28 09:10:54.379084
NSE:EQUITASBNK-EQ,EQUITAS SMALL FIN BNK LTD,56.73,56730.0,29.15,4.7,22.71,,,1.22,,,0.39,,,,,,,,1.14,2550520,Technology,large_cap,2025-09-28 09:22:27.560247
NSE:VETO-EQ,VETO SWITCHGEAR CABLE LTD,113.37,56685.0,16.3,1.31,13.4,,,1.24,,,0.94,,,,,,,,2.72,34994,Technology,large_cap,2025-09-28 08:30:24.738006
NSE:MOGOLD-EQ,MOTILALAMC - MOGOLD,112.8,56400.0,19.69,2.37,20.12,,,1.49,,,1.25,,,,,,,,2.18,1874262,Technology,large_cap,2025-09-28 09:28:27.378848
NSE:ZEEL-EQ,ZEE ENTERTAINMENT ENT LTD,112.59,56295.0,16.87,2.28,17.83,,,1.0,,,1.14,,,,,,,,2.48,7956971,Technology,large_cap,2025-09-28 09:09:35.585022
NSE:UTIBANKETF-EQ,UTIAMC - UTIBANKETF,56.2,56200.0,20.37,1.0,13.65,,,1.29,,,0.87,,,,,,,,2.72,30699,Technology,large_cap,2025-09-28 10:50:12.912434
NSE:TEXMOPIPES-EQ,TEXMO PIPE & PRODUCTS LTD,56.19,56190.0,15.86,1.6,16.23,,,1.22,,,0.65,,,,,,,,2.7,20739,Technology,large_cap,2025-09-28 10:50:13.786312
NSE:NITCO-EQ,NITCO LIMITED,112.05,56025.0,25.56,4.11,20.34,,,1.53,,,0.31,,,,,,,,2.06,204409,Technology,large_cap,2025-09-28 08:29:54.604661
NSE:HDFCNIFBAN-EQ,HDFCAMC - HDFCNIFBAN,55.84,55840.0,18.87,2.18,16.82,,,1.05,,,1.02,,,,,,,,2.75,20553,Technology,large_cap,2025-09-28 10:50:13.811104
NSE:UNIONGOLD-EQ,UNIONAMC - UNIONGOLD,111.6,55800.0,20.5,1.17,14.81,,,1.41,,,0.56,,,,,,,,3.04,35278,Technology,large_cap,2025-09-28 08:30:24.711585
NSE:BANKIETF-EQ,ICICIPRAMC - IPRU5008,55.72,55720.0,14.04,1.58,13.2,,,1.35,,,0.8,,,,,,,,3.15,174084,Technology,large_cap,2025-09-28 08:29:55.896141
NSE:GOLD360-EQ,360ONEAMC - GOLD360,111.35,55675.0,11.44,1.1,18.02,,,1.35,,,0.93,,,,,,,,3.5,7825,Technology,large_cap,2025-09-28 10:50:15.119872
NSE:GROWWGOLD-EQ,GROWWAMC - GROWWGOLD,111.33,55665.0,9.93,1.1,18.54,,,1.32,,,0.55,,,,,,,,2.51,247950,Technology,large_cap,2025-09-28 08:29:53.361553
NSE:ABSLBANETF-EQ,BIRLASLAMC - ABSLBANETF,55.61,55610.0,10.97,0.99,12.24,,,1.2,,,1.24,,,,,,,,2.5,24946,Technology,large_cap,2025-09-28 10:50:13.367163
NSE:BANKETFADD-EQ,DSPAMC - DSPBANKETF,55.58,55580.0,12.11,1.52,15.11,,,1.4,,,0.81,,,,,,,,2.03,74241,Technology,large_cap,2025-09-28 08:30:22.485353
NSE:TTML-EQ,TATA TELESERV(MAHARASTRA),55.57,55570.0,17.33,0.99,18.22,,,1.06,,,0.78,,,,,,,,2.37,2120915,Technology,large_cap,2025-09-28 09:26:09.262822
NSE:ABGSEC-EQ,BIRLASLAMC - ABGSEC,110.94,55470.0,20.08,1.16,15.65,,,1.13,,,1.14,,,,,,,,2.96,8431,Technology,large_cap,2025-09-28 10:50:15.036614
NSE:KUANTUM-EQ,KUANTUM PAPERS LIMITED,110.87,55435.0,18.92,2.25,16.61,,,1.46,,,0.91,,,,,,,,2.09,42741,Technology,large_cap,2025-09-28 08:30:24.085849
NSE:LIQUIDCASE-EQ,ZERODHAAMC - LIQUIDCASE,110.64,55320.0,15.48,1.49,20.29,,,1.49,,,1.0,,,,,,,,3.35,8619722,Technology,large_cap,2025-09-28 09:08:57.606494
NSE:GOLDETF-EQ,MIRAEAMC - MAGOLDETF,110.6,55300.0,10.37,2.26,13.69,,,1.38,,,1.01,,,,,,,,2.95,1311941,Technology,large_cap,2025-09-28 09:34:33.488921
NSE:SUZLON-EQ,SUZLON ENERGY LIMITED,55.28,55280.0,20.08,1.48,13.98,,,1.28,,,1.14,,,,,,,,3.2,54393034,Technology,large_cap,2025-09-28 10:48:03.456019
NSE:GOLDETFADD-EQ,DSPAMC - DSPGOLDETF,110.5,55250.0,11.9,1.32,18.29,,,1.16,,,0.55,,,,,,,,3.19,2448014,Technology,large_cap,2025-09-28 09:23:00.675398
NSE:ARIHANTCAP-EQ,ARIHANT CAPITAL MKTS LTD,110.5,55250.0,13.79,2.03,13.57,,,1.25,,,1.04,,,,,,,,3.06,581860,Technology,large_cap,2025-09-28 09:56:26.868681
NSE:BAJAJHFL-EQ,BAJAJ HOUSING FINANCE LTD,110.43,55215.0,10.42,1.81,18.62,,,1.19,,,0.76,,,,,,,,2.74,2586616,Technology,large_cap,2025-09-28 09:21:59.751020
NSE:OBCL-EQ,ORISSA BENGAL CARRIER LTD,55.14,55140.0,15.11,2.03,12.11,,,1.34,,,0.61,,,,,,,,2.03,65803,Technology,large_cap,2025-09-28 08:30:22.783609
NSE:BANKBETF-EQ,BFAM - BANKBETF,55.08,55080.0,11.46,1.94,14.18,,,1.2,,,1.22,,,,,,,,2.03,14278,Technology,large_cap,2025-09-28 10:50:14.381574
NSE:PLAZACABLE-EQ,PLAZA WIRES LIMITED,55.04,55040.0,11.44,2.21,19.32,,,1.46,,,0.74,,,,,,,,2.67,24317,Technology,large_cap,2025-09-28 10:50:13.450727
NSE:BBNPPGOLD-EQ,BARODABNP - BBNPPGOLD,110.05,55025.0,13.18,1.11,16.6,,,1.37,,,0.81,,,,,,,,2.32,13792,Technology,large_cap,2025-09-28 10:50:14.447314
NSE:AIROLAM-EQ,AIRO LAM LIMITED,109.95,54975.0,16.57,1.95,14.45,,,1.19,,,1.2,,,,,,,,2.5,3665,Technology,large_cap,2025-09-28 10:50:15.784735
NSE:KOKUYOCMLN-EQ,KOKUYO CAMLIN LIMITED,109.95,54975.0,16.35,1.66,16.62,,,1.4,,,0.54,,,,,,,,2.83,48101,Technology,large_cap,2025-09-28 08:30:23.644268
NSE:ESTER-EQ,ESTER INDUSTRIES LTD,109.94,54970.0,11.09,1.63,17.43,,,1.03,,,0.82,,,,,,,,2.67,40293,Technology,large_cap,2025-09-28 08:30:24.222698
NSE:RADIANTCMS-EQ,RADIANT CASH MGMT SER LTD,54.96,54960.0,15.23,1.52,19.46,,,1.04,,,1.08,,,,,,,,2.26,66915,Technology,large_cap,2025-09-28 08:30:22.764933
NSE:GTPL-EQ,GTPL HATHWAY LIMITED,109.87,54935.0,14.94,1.64,12.5,,,1.2,,,0.84,,,,,,,,2.36,24107,Technology,large_cap,2025-09-28 10:50:13.478236
NSE:BIGBLOC-EQ,BIGBLOC CONSTRUCTION LTD,54.93,54930.0,10.67,2.13,13.41,,,1.1,,,0.6,,,,,,,,2.18,82927,Technology,large_cap,2025-09-28 08:30:22.264517
NSE:ICICIB22-EQ,ICICIPRAMC - BHARATIWIN,109.83,54915.0,11.64,1.55,14.93,,,1.07,,,1.25,,,,,,,,3.05,246041,Technology,large_cap,2025-09-28 08:29:53.407223
NSE:EBANKNIFTY-EQ,EDELAMC - EBANKNIFTY,54.89,54890.0,15.41,1.53,12.5,,,1.11,,,0.97,,,,,,,,2.18,3232,Technology,large_cap,2025-09-28 10:50:15.863889
NSE:GSEC10ABSL-EQ,BIRLASLAMC - GSEC10ABSL,109.76,54880.0,11.11,2.24,13.24,,,1.16,,,0.64,,,,,,,,2.43,6,Technology,large_cap,2025-09-28 10:53:22.713470
NSE:EMAMIREAL-EQ,EMAMI REALTY LIMITED,109.68,54840.00000000001,19.83,1.48,14.18,,,1.13,,,0.92,,,,,,,,2.74,18235,Technology,large_cap,2025-09-28 10:50:13.985847
NSE:INDORAMA-EQ,INDO RAMA SYNTHETICS LTD,54.83,54830.0,11.16,1.74,14.54,,,1.19,,,0.96,,,,,,,,2.03,189447,Technology,large_cap,2025-09-28 08:29:55.068777
NSE:AMDIND-EQ,AMD INDUSTRIES LIMITED,54.8,54800.0,17.45,0.99,13.68,,,1.02,,,0.75,,,,,,,,3.01,30082,Technology,large_cap,2025-09-28 10:50:13.002582
NSE:EDELWEISS-EQ,EDELWEISS FIN SERV LTD,109.33,54665.0,17.93,1.46,15.3,,,1.36,,,0.77,,,,,,,,2.87,9457538,Technology,large_cap,2025-09-28 09:08:00.123181
NSE:BBNPNBETF-EQ,BARODABNP - BBNPNBETF,54.64,54640.0,19.12,1.08,13.39,,,1.37,,,0.97,,,,,,,,3.26,818,Technology,large_cap,2025-09-28 10:53:22.637218
NSE:IMAGICAA-EQ,IMAGICAAWORLD ENT LTD,54.35,54350.0,17.43,2.31,13.15,,,1.02,,,0.85,,,,,,,,3.33,574359,Technology,large_cap,2025-09-28 09:56:43.016303
NSE:WEIZMANIND-EQ,WEIZMANN LTD,108.66,54330.0,17.68,1.34,13.21,,,1.05,,,0.69,,,,,,,,3.22,2925,Technology,large_cap,2025-09-28 10:53:22.390221
NSE:AARTECH-EQ,AARTECH SOLONICS LIMITED,54.31,54310.0,20.54,1.08,16.85,,,1.09,,,0.67,,,,,,,,2.27,16943,Technology,large_cap,2025-09-28 10:50:14.110681
NSE:MAHABANK-EQ,BANK OF MAHARASHTRA,53.99,53990.0,14.58,2.16,16.66,,,1.42,,,0.92,,,,,,,,2.83,6912771,Technology,large_cap,2025-09-28 09:10:57.871755
NSE:SPENCERS-EQ,SPENCER S RETAIL LIMITED,53.96,53960.0,16.89,1.93,19.0,,,1.22,,,1.0,,,,,,,,3.21,55368,Technology,large_cap,2025-09-28 08:30:23.289597
NSE:PNB-EQ,PUNJAB NATIONAL BANK,107.79,53895.00000000001,19.61,1.87,19.11,,,1.46,,,0.82,,,,,,,,2.07,18377053,Technology,large_cap,2025-09-28 10:44:43.811485
NSE:AMJLAND-EQ,AMJ LAND HOLDINGS LIMITED,53.77,53770.00000000001,19.98,1.41,13.36,,,1.4,,,0.98,,,,,,,,3.27,17746,Technology,large_cap,2025-09-28 10:50:14.030625
NSE:SAURASHCEM-EQ,SAURASHTRA CEMENT LIMITED,107.53,53765.0,13.42,1.27,14.93,,,1.42,,,0.9,,,,,,,,2.68,408366,Technology,large_cap,2025-09-28 08:29:49.266658
NSE:GILLANDERS-EQ,GILLANDERS ARBUTHNOT LTD,107.46,53729.99999999999,14.26,1.73,17.63,,,1.13,,,0.56,,,,,,,,2.25,13758,Technology,large_cap,2025-09-28 10:50:14.460946
NSE:ORICONENT-EQ,ORICON ENTERPRISES LTD,53.7,53700.0,15.11,2.03,12.11,,,1.09,,,0.61,,,,,,,,2.03,261007,Technology,large_cap,2025-09-28 08:29:52.967265
NSE:DHRUV-EQ,DHRUV CONSULTANCY SER LTD,53.42,53420.0,15.38,1.44,14.51,,,1.45,,,1.05,,,,,,,,2.83,18167,Technology,large_cap,2025-09-28 10:50:13.995471
NSE:MUFTI-EQ,CREDO BRANDS MARKETING L,106.61,53305.0,10.48,1.98,17.3,,,1.4,,,0.71,,,,,,,,2.88,368536,Technology,large_cap,2025-09-28 08:29:50.718230
NSE:SBFC-EQ,SBFC FINANCE LIMITED,106.57,53284.99999999999,14.94,2.26,14.72,,,1.31,,,1.01,,,,,,,,2.71,1800224,Technology,large_cap,2025-09-28 09:29:29.057978
NSE:IFCI-EQ,IFCI LTD,53.27,53270.00000000001,10.74,1.7,17.89,,,1.05,,,0.86,,,,,,,,2.59,4258962,Technology,large_cap,2025-09-28 09:16:13.705421
NSE:SNOWMAN-EQ,SNOWMAN LOGISTICS LTD.,53.05,53050.0,16.94,1.78,17.47,,,1.27,,,0.78,,,,,,,,2.54,178411,Technology,large_cap,2025-09-28 08:29:55.349076
NSE:GROWWLIQID-EQ,GROWWAMC - GROWWLIQID,105.93,52965.00000000001,11.42,1.52,17.59,,,1.39,,,0.82,,,,,,,,2.29,383500,Technology,large_cap,2025-09-28 08:29:50.340911
NSE:MOTHERSON-EQ,SAMVRDHNA MTHRSN INTL LTD,105.66,52830.0,19.6,1.03,14.58,,,1.44,,,0.98,,,,,,,,2.39,24534407,Technology,large_cap,2025-09-28 10:44:20.276245
NSE:SMLT-EQ,SARTHAK METALS LIMITED,105.57,52784.99999999999,9.75,1.67,13.71,,,1.22,,,0.58,,,,,,,,3.15,3535,Technology,large_cap,2025-09-28 10:50:15.810389
NSE:NIITLTD-EQ,NIIT LIMITED,105.5,52750.0,19.04,2.46,17.9,,,1.41,,,0.37,,,,,,,,0.82,332436,Technology,large_cap,2025-09-28 08:29:51.615902
NSE:GAEL-EQ,GUJARAT AMBUJA EXPORTS LT,105.35,52675.0,15.21,2.05,12.21,,,1.3,,,0.62,,,,,,,,2.05,215571,Technology,large_cap,2025-09-28 08:29:54.333929
NSE:NBCC-EQ,NBCC (INDIA) LIMITED,105.18,52590.00000000001,12.44,1.58,14.17,,,1.04,,,1.21,,,,,,,,2.5,6901213,Technology,large_cap,2025-09-28 09:11:01.558831
NSE:MAANALU-EQ,MAAN ALUMINIUM LIMITED,104.41,52205.0,11.6,2.0,12.11,,,1.15,,,1.17,,,,,,,,3.41,35397,Technology,large_cap,2025-09-28 08:30:24.703592
NSE:RTNINDIA-EQ,RATTANINDIA ENT LIMITED,52.18,52180.0,15.89,1.87,19.52,,,1.01,,,1.22,,,,,,,,3.03,2233790,Technology,large_cap,2025-09-28 09:24:48.558240
NSE:JISLJALEQS-EQ,JAIN IRRIGATION SYSTEMS,52.06,52060.0,18.89,1.37,20.3,,,1.35,,,1.01,,,,,,,,2.76,4414079,Technology,large_cap,2025-09-28 09:16:03.802024
NSE:SIGIND-EQ,SIGNET INDUSTRIES LIMITED,52.02,52020.00000000001,17.71,1.87,11.83,,,1.05,,,1.2,,,,,,,,3.17,21714,Technology,large_cap,2025-09-28 10:50:13.715711
NSE:IOLCP-EQ,IOL CHEM AND PHARMA LTD,103.87,51935.0,10.95,1.19,15.1,,,1.27,,,0.63,,,,,,,,2.42,4988891,Technology,large_cap,2025-09-28 09:15:02.335111
NSE:MAHAPEXLTD-EQ,MAHA RASHTRA APEX COPR. L,103.7,51850.0,16.03,1.79,13.48,,,1.06,,,0.78,,,,,,,,2.25,3150,Technology,large_cap,2025-09-28 10:50:15.885418
NSE:MUNJALAU-EQ,MUNJAL AUTO IND. LTD.,103.61,51805.0,15.62,1.86,18.39,,,1.12,,,0.98,,,,,,,,3.1,2612737,Technology,large_cap,2025-09-28 09:21:54.117318
NSE:NETWORK18-EQ,NETWORK18 MEDIA & INV LTD,51.68,51680.0,19.02,1.26,19.99,,,1.44,,,0.58,,,,,,,,3.04,2447771,Technology,large_cap,2025-09-28 09:23:06.236751
NSE:FILATEX-EQ,FILATEX INDIA LTD,51.65,51650.0,18.38,1.97,13.03,,,1.25,,,1.08,,,,,,,,2.56,498496,Technology,large_cap,2025-09-28 08:23:38.015265
NSE:JAMNAAUTO-EQ,JAMNA AUTO IND LTD,103.19,51595.0,16.55,2.43,13.53,,,1.44,,,0.53,,,,,,,,2.46,2168018,Technology,large_cap,2025-09-28 09:25:42.119332
NSE:MOVALUE-EQ,MOTILALAMC - MOVALUE,103.18,51590.00000000001,15.21,2.05,12.21,,,1.21,,,0.62,,,,,,,,2.05,29551,Technology,large_cap,2025-09-28 10:50:13.028217
NSE:IGCL-EQ,INDOGULF CROPSCIENCES LTD,102.84,51420.0,18.13,1.37,12.44,,,1.29,,,1.28,,,,,,,,2.42,263344,Technology,large_cap,2025-09-28 08:29:52.910292
NSE:BANG-EQ,BANG OVERSEAS LTD.,51.41,51409.99999999999,13.9,1.75,12.2,,,1.39,,,1.01,,,,,,,,2.65,2514,Technology,large_cap,2025-09-28 10:53:22.447477
NSE:21STCENMGM-EQ,21ST CENTURY MGMT SERVICE,51.4,51400.0,15.25,1.65,17.57,,,1.38,,,1.0,,,,,,,,2.55,1349,Technology,large_cap,2025-09-28 10:53:22.582487
NSE:TOUCHWOOD-EQ,TOUCHWOOD ENTERTAIN LTD.,102.79,51395.00000000001,10.91,2.05,13.71,,,1.13,,,0.92,,,,,,,,3.48,26081,Technology,large_cap,2025-09-28 10:50:13.258230
NSE:AUSOMENT-EQ,AUSOM ENTERPRISE LIMITED,102.71,51354.99999999999,15.73,1.88,18.57,,,1.43,,,1.17,,,,,,,,3.01,3437,Technology,large_cap,2025-09-28 10:50:15.825910
NSE:BEPL-EQ,BHANSALI ENG. POLYMERS LT,102.35,51175.0,12.52,1.96,12.14,,,1.26,,,1.07,,,,,,,,3.06,276870,Technology,large_cap,2025-09-28 08:29:52.667826
NSE:EMMBI-EQ,EMMBI INDUSTRIES LIMITED,102.2,51100.0,17.37,2.28,15.36,,,1.13,,,0.55,,,,,,,,2.98,8259,Technology,large_cap,2025-09-28 10:50:15.081747
NSE:XELPMOC-EQ,XELPMOC DESIGN & TECH LTD,101.22,50610.0,19.78,1.83,14.55,,,1.02,,,1.16,,,,,,,,3.19,18046,Technology,large_cap,2025-09-28 10:50:14.012327
NSE:SPORTKING-EQ,SPORTKING INDIA LIMITED,101.02,50510.0,15.2,2.05,12.2,,,1.35,,,0.62,,,,,,,,2.05,253248,Technology,large_cap,2025-09-28 08:29:53.203062
NSE:STEELCITY-EQ,STEEL CITY SECURITIES LTD,100.99,50495.0,25.5,4.1,20.3,,,1.63,,,0.31,,,,,,,,2.05,13906,Technology,large_cap,2025-09-28 10:50:14.421592
NSE:MOMENTUM50-EQ,MOTILALAMC - MOMENTUM50,50.33,50330.0,13.51,1.32,13.01,,,1.31,,,1.28,,,,,,,,3.46,1151788,Technology,large_cap,2025-09-28 09:37:50.714681
NSE:ARCHIDPLY-EQ,ARCHIDPLY IND. LTD,100.36,50180.0,12.69,1.21,13.54,,,1.05,,,1.03,,,,,,,,3.25,24049,Technology,large_cap,2025-09-28 10:50:13.483717
NSE:TRACXN-EQ,TRACXN TECHNOLOGIES LTD,50.06,50060.0,18.67,2.27,17.52,,,1.05,,,1.0,,,,,,,,2.86,182134,Technology,large_cap,2025-09-28 08:29:55.230786
NSE:BSLGOLDETF-EQ,ADITYBIRLA SL GOLD ETF-GR,100.05,50025.0,18.13,1.78,17.86,,,1.43,,,1.18,,,,,,,,2.22,1296696,Technology,large_cap,2025-09-28 09:34:56.636795
NSE:WEWIN-EQ,WE WIN LIMITED,49.69,49690.0,15.22,2.39,13.45,,,1.45,,,0.86,,,,,,,,3.45,2663,Technology,large_cap,2025-09-28 10:53:22.428783
NSE:SCILAL-EQ,SHIPPING CORP OF ILA LTD,49.67,49670.0,12.06,2.21,13.69,,,1.46,,,0.91,,,,,,,,2.41,453529,Technology,large_cap,2025-09-28 08:29:48.257346
NSE:MOALPHA50-EQ,MOTILALAMC - MOALPHA50,49.66,49659.99999999999,18.59,1.46,17.27,,,1.46,,,0.56,,,,,,,,2.74,12041,Technology,large_cap,2025-09-28 10:50:14.680867
NSE:PROZONER-EQ,PROZONE REALTY LIMITED,49.28,49280.0,10.43,1.9,14.06,,,1.07,,,1.03,,,,,,,,2.81,1021460,Technology,large_cap,2025-09-28 09:40:40.252170
NSE:PALREDTEC-EQ,PALRED TECHNOLOGIES LTD,49.11,49110.0,10.53,1.34,12.22,,,1.0,,,0.89,,,,,,,,2.62,2780,Technology,large_cap,2025-09-28 10:53:22.405935
NSE:HILTON-EQ,HILTON METAL FORGING LTD,49.03,49030.0,19.27,1.43,12.57,,,1.25,,,0.93,,,,,,,,3.32,153249,Technology,large_cap,2025-09-28 08:29:56.617800
NSE:MOREPENLAB-EQ,MOREPEN LAB. LTD,48.87,48870.0,19.08,2.34,19.4,,,1.15,,,0.67,,,,,,,,2.75,2848819,Technology,large_cap,2025-09-28 09:20:41.159880
NSE:TARMAT-EQ,TARMAT LIMITED,48.43,48430.0,17.15,1.55,15.8,,,1.39,,,1.16,,,,,,,,3.33,28977,Technology,large_cap,2025-09-28 10:50:13.071126
NSE:BALAJEE-EQ,SHREE TIRUPATI BALAJEE L,48.29,48290.0,9.86,1.16,17.12,,,1.47,,,1.03,,,,,,,,3.48,66347,Technology,large_cap,2025-09-28 08:30:22.771178
NSE:MEDICO-EQ,MEDICO REMEDIES LIMITED,48.28,48280.0,11.02,1.47,16.64,,,1.15,,,1.1,,,,,,,,2.75,1021754,Technology,large_cap,2025-09-28 09:40:33.701374
NSE:SELECTIPO-EQ,MIRAEAMC - SELECTIPO,47.9,47900.0,17.11,1.36,19.39,,,1.18,,,1.19,,,,,,,,2.83,56165,Technology,large_cap,2025-09-28 08:30:23.233785
NSE:HPAL-EQ,HP ADHESIVES LIMITED,47.84,47840.00000000001,16.8,1.43,17.47,,,1.07,,,0.61,,,,,,,,3.33,108470,Technology,large_cap,2025-09-28 08:30:21.537895
NSE:NOVAAGRI-EQ,NOVA AGRITECH LIMITED,47.81,47810.0,11.33,1.27,15.7,,,1.17,,,1.08,,,,,,,,3.3,113898,Technology,large_cap,2025-09-28 08:30:21.434430
NSE:TIGERLOGS-EQ,TIGER LOGISTICS (INDIA) L,47.6,47600.0,13.35,1.89,14.37,,,1.45,,,0.67,,,,,,,,2.08,123673,Technology,large_cap,2025-09-28 08:30:20.916547
NSE:ALPHA-EQ,KOTAKMAMC - KOTAKALPHA,47.45,47450.0,17.71,2.4,18.17,,,1.06,,,0.74,,,,,,,,3.12,2032017,Technology,large_cap,2025-09-28 09:26:51.050556
NSE:MIDSMALL-EQ,MIRAEAMC - MIDSMALL,47.18,47180.0,17.24,1.51,16.04,,,1.45,,,1.0,,,,,,,,2.92,676048,Technology,large_cap,2025-09-28 09:52:37.499610
NSE:MSUMI-EQ,MOTHERSON SUMI WRNG IND L,46.85,46850.0,12.34,1.32,18.49,,,1.25,,,1.02,,,,,,,,2.58,6343229,Technology,large_cap,2025-09-28 09:12:13.370625
NSE:MARALOVER-EQ,MARAL OVERSEAS LTD,46.53,46530.0,12.79,2.08,15.13,,,1.43,,,1.05,,,,,,,,2.9,22621,Technology,large_cap,2025-09-28 10:50:13.631242
NSE:SHRADHA-EQ,SHRADHA INFRAPROJECTS LTD,45.82,45820.0,18.37,2.19,18.93,,,1.5,,,0.89,,,,,,,,2.82,53581,Technology,large_cap,2025-09-28 08:30:23.359566
NSE:INCREDIBLE-EQ,INCREDIBLE INDUSTRIES LTD,45.79,45790.0,17.87,1.7,13.92,,,1.24,,,0.96,,,,,,,,3.15,3131,Technology,large_cap,2025-09-28 10:50:15.890092
NSE:PREMIERPOL-EQ,PREMIER POLYFILM LTD,45.68,45680.0,16.98,1.69,14.82,,,1.3,,,1.09,,,,,,,,3.07,35072,Technology,large_cap,2025-09-28 08:30:24.727865
NSE:CONFIPET-EQ,CONFIDENCE PETRO IND LTD.,45.5,45500.0,15.09,2.02,12.09,,,1.41,,,0.61,,,,,,,,2.02,501110,Technology,large_cap,2025-09-28 08:23:37.985546
NSE:NIRAJ-EQ,NIRAJ CEMENT STRUC LTD,45.42,45420.0,16.41,1.99,13.11,,,1.15,,,1.14,,,,,,,,3.48,23015,Technology,large_cap,2025-09-28 10:50:13.572975
NSE:PASUPTAC-EQ,PASUPATI ACRYLON LIMITED,45.32,45320.0,20.36,2.26,14.57,,,1.22,,,0.6,,,,,,,,3.24,25953,Technology,large_cap,2025-09-28 10:50:13.271859
NSE:MODTHREAD-EQ,MODERN THREADS INDIA LTD,45.13,45130.0,17.94,1.32,11.79,,,1.25,,,0.55,,,,,,,,2.08,15379,Technology,large_cap,2025-09-28 10:50:14.290022
NSE:NSLNISP-EQ,NMDC STEEL LIMITED,44.86,44860.0,12.34,2.22,14.98,,,1.15,,,0.77,,,,,,,,3.05,4868872,Technology,large_cap,2025-09-28 09:15:18.834580
NSE:RPOWER-EQ,RELIANCE POWER LTD.,44.76,44760.0,17.07,2.33,16.54,,,1.47,,,0.87,,,,,,,,2.92,10410505,Technology,large_cap,2025-09-28 10:47:03.247060
NSE:SMALLCAP-EQ,MIRAEAMC - SMALLCAP,44.64,44640.0,12.45,1.33,19.95,,,1.09,,,0.85,,,,,,,,2.64,3260081,Technology,large_cap,2025-09-28 09:19:02.884687
NSE:PARACABLES-EQ,PARAMOUNT COMM LTD,44.58,44580.0,11.73,2.03,18.55,,,1.08,,,1.0,,,,,,,,3.06,664242,Technology,large_cap,2025-09-28 09:53:16.817853
NSE:ARENTERP-EQ,RAJDARSHAN INDUSTRIES LTD,44.5,44500.0,15.21,2.15,15.51,,,1.32,,,1.08,,,,,,,,2.08,217,Technology,large_cap,2025-09-28 10:53:22.694045
NSE:3PLAND-EQ,3P LAND HOLDINGS LIMITED,44.26,44260.0,13.33,2.13,17.8,,,1.33,,,0.6,,,,,,,,2.54,2319,Technology,large_cap,2025-09-28 10:53:22.461354
NSE:UJJIVANSFB-EQ,UJJIVAN SMALL FINANC BANK,44.18,44180.0,20.24,0.99,18.74,,,1.17,,,1.23,,,,,,,,3.43,6371297,Technology,large_cap,2025-09-28 09:12:02.068342
NSE:GENCON-EQ,GENERIC ENG CONS PROJ LTD,44.13,44130.0,19.63,1.84,13.8,,,1.27,,,0.85,,,,,,,,2.48,75669,Technology,large_cap,2025-09-28 08:30:22.459530
NSE:VARDHACRLC-EQ,VARDHAMAN ACRYLICS LTD,43.96,43960.0,18.01,1.0,14.17,,,1.3,,,0.96,,,,,,,,2.18,12098,Technology,large_cap,2025-09-28 10:50:14.667245
